First Fit Weighted Task Completion Time,Random Fit Weighted Task Completion Time,NSGA-II Weighted Task Completion Time,HAGA Weighted Task Completion Time,MCASGA Weighted Task Completion Time
17.771591038914334,12.385613217828688,17.48377972282053,10.522328696009144,23.11400908055457
764.4868980164235,689.6297140635362,764.4868980164235,764.4868980164235,110.09854996481337
22.73367574064844,311.8709053317324,160.85429033256833,6.297072203582406,16.53310731723075
14.954729414404557,18.795446554585613,21.80894905801635,45.188765018480694,28.083636573864588
26.07092435615528,11.227045146493404,12.942163351723215,12.694855924565,43.4673192628041
764.4868980164235,764.4868980164235,764.4868980164235,764.4868980164235,764.4868980164235
764.4868980164235,464.64156793087295,616.9786738457667,764.4868980164235,7.6530285099148285
764.4868980164235,764.4868980164235,617.2587551566728,764.4868980164235,15.809264210187422
61.893212899029535,21.78737417494376,17.595140333722455,21.17074699158355,37.58437515561428
764.4868980164235,764.4868980164235,617.2852101920705,764.4868980164235,764.4868980164235
119.9082199439321,33.32828094209733,35.012012164810976,55.19123205341407,12.457473581127697
764.4868980164235,615.2310645627451,764.4868980164235,764.4868980164235,26.749944270151484
764.4868980164235,764.4868980164235,764.4868980164235,764.4868980164235,13.298101680693787
764.4868980164235,538.3065186455472,764.4868980164235,27.5552511749621,33.738086698073985
764.4868980164235,764.4868980164235,764.4868980164235,764.4868980164235,692.7077636510242
152.1792804856297,42.92767564819057,47.476617705529996,61.52268280502064,24.653598129488632
160.3978115092855,24.566405422644547,26.387695524550566,85.91796029904809,6.85632518334516
44.43429468533841,9.986946518238081,12.188566097259194,24.881867994327248,34.015219464229666
764.4868980164235,764.4868980164235,764.4868980164235,764.4868980164235,6.740299499363071
764.4868980164235,692.8847057268038,615.5334795307676,764.4868980164235,19.800762311783785
764.4868980164235,623.3007649533985,52.59800505921394,116.46857414122732,41.3525334674338
9.354599881443749,2.2853724623524405,1.7745044763370088,6.93377414028465,6.527996086755664
171.44623832136213,27.21593561193879,39.36649949337625,123.1052697436443,16.9222294974479
249.76290571837018,28.028507431757582,51.86737326625904,34.313098942323954,5.464616108425735
89.05811928461368,14.559465349679488,16.31039609306265,11.878417359984255,14.65362258545556
215.7747819746715,486.64723879712056,54.25201430686694,156.47608774109793,10.894088964226729
20.466864205899835,383.3677091804043,231.95123268621447,3.3019023965208425,7.067013990876015
237.5170825615525,36.05338453440702,47.13002925386886,6.987636207737002,4.544695098624817
136.41343022816753,314.61276088932397,244.34570276077116,94.05718423248881,14.468631996884678
19.873300142589006,2.3869939855496396,2.879165616531934,13.845917683736412,9.108673777870896
764.4868980164235,764.4868980164235,688.6024854702076,764.4868980164235,18.223894189554322
764.4868980164235,690.2082177578976,169.17649886396663,764.4868980164235,22.971648626302418
764.4868980164235,469.52897001575167,472.1758391980423,764.4868980164235,9.89428421643379
764.4868980164235,467.6307693472489,37.98499366989164,764.4868980164235,19.217878539223854
251.4838405568094,42.456694905856864,29.080958555118393,176.79521818537248,7.924341602347094
248.5085416647339,31.15727582070763,23.834398666855,179.51179268893617,3.145056511990497
173.50217221035294,395.24194697666024,175.04983513744128,764.4868980164235,12.334945277197757
764.4868980164235,421.0713594167789,620.588426943322,231.23345907914694,21.431734310521872
244.6622691147764,244.6010849122503,694.2327302286724,187.1282858274107,4.878895670451131
764.4868980164235,469.5704894193065,764.4868980164235,764.4868980164235,15.716220098798024
200.25690926141934,691.4022754744296,764.4868980164235,764.4868980164235,13.433495513057903
764.4868980164235,764.4868980164235,691.3773259824522,46.675015022016325,25.67382496489059
764.4868980164235,690.7690670504555,544.6031947805137,98.9409968213686,20.455655531250073
764.4868980164235,390.45163274037907,314.43112717331934,764.4868980164235,19.027232752306272
764.4868980164235,764.4868980164235,764.4868980164235,764.4868980164235,0.14229795294449266
200.7837721465062,22.33920658946696,19.695927388649736,21.60828263878427,12.646057161985665
73.85342627204285,460.02172845939185,6.831191868750705,41.138630347625416,15.880253365899133
386.76772971416597,11.290764530412163,28.884946117175332,86.8399395822069,6.590543874605901
243.36996309556247,22.66981955295397,19.9540830518883,22.096680111844528,6.876050644162847
432.66367669579915,47.52863333648694,39.667633100112674,305.21825383059706,20.8075900598448
393.2858944263517,41.98501152099487,24.25468639828889,275.8712748309147,23.587266391699114
428.69168333993514,28.10496693267536,13.112206320422,36.79432737331287,10.742460316957615
764.4868980164235,462.61561401518503,464.4661431036669,21.016077022444648,19.46489122207726
169.46314799151187,11.701784147808256,23.45693408640989,8.807049010622205,16.870284582871957
197.55903643631993,15.425830892681432,20.825287053703445,62.58387443198158,16.065793115379623
764.4868980164235,764.4868980164235,764.4868980164235,764.4868980164235,34.58273829173574
479.9085583757199,48.80300948451277,54.17123785441038,320.3956514909777,10.725280635650895
454.1276934469232,553.9485993324171,693.632318998473,764.4868980164235,34.258288105231046
179.06141732706425,15.198506632753695,19.517072056542084,39.447728404064804,20.807727870263477
260.9060916808097,14.74095866753358,19.70214312397074,161.18859503486527,16.249838116155964
342.2328274236548,34.990146978376885,20.31159434758245,32.772595897187195,21.212835691626267
764.4868980164235,688.7009208426246,764.4868980164235,764.4868980164235,3.224640298470149
764.4868980164235,541.2483835364064,471.33056523536044,764.4868980164235,21.783079882355672
286.24087015592704,27.580903930625293,26.68723755612377,170.1861807480709,6.830126495392665
694.9880891058393,58.08847124367443,83.29290739358443,418.91817306703103,18.632555510754237
764.4868980164235,315.8289754435003,614.7554896446057,764.4868980164235,13.812278538873352
