First Fit Weighted Service Suspension Time,Random Fit Weighted Service Suspension Time,NSGA-II Weighted Service Suspension Time,HAGA Weighted Service Suspension Time,MCASGA Weighted Service Suspension Time
20.143217084245176,5.470079117247554,4.792853698712522,12.715391517664354,85.49611928985567
12.746758902724803,4.851420631445372,4.528953274762381,3.384074989103527,110.07778305784305
25.24774573903105,9.920666143754096,12.24423148109155,14.218486106921196,125.7574157182155
885.0992890775553,544.5703998441882,26.402747914078542,45.603688910043715,42.91200938085813
21.187931898244106,6.5840597035104595,5.004357637998985,8.1422822924858,119.12694848815033
24.299749589990107,16.489690992377657,9.300145657345519,14.340085000171968,69.49466553991695
885.0992890775553,797.8736859319451,15.684900759745688,885.0992890775553,161.40456007099746
19.3752021532965,17.074934645573364,10.297402503609792,24.09470947953523,82.7364533586454
15.246475824116938,12.679821923405385,15.043278260813182,29.46142501736954,69.11809534102757
12.168784449622736,16.60590722467492,16.565170159598715,21.923474375412695,15.97090428009181
885.0992890775553,885.0992890775553,185.1515347696746,885.0992890775553,658.150161031697
48.44702408716228,9.38130893340864,10.540777356460213,23.554447232680364,29.27370769244977
42.70326869133617,11.582321697410832,8.270277730330402,14.529450157221959,104.90299649814419
36.486069739411214,8.643631169978018,7.711409880541661,13.018568434148719,55.42491795545692
885.0992890775553,714.6762361533916,18.947541585683883,803.7850323546096,86.4445005295542
885.0992890775553,885.0992890775553,445.0168415643876,885.0992890775553,77.70243513527642
885.0992890775553,800.7120907951245,15.027152414747395,885.0992890775553,117.02075781785368
36.94619941642174,276.7933991673178,10.115540198938952,533.5082060309421,116.86906234604723
46.40389836138933,24.721304739359496,13.20241492575272,48.9174462862324,61.51480266567817
885.0992890775553,885.0992890775553,885.0992890775553,885.0992890775553,738.8195218695274
27.44675341202754,10.142379635415855,7.870865891656952,6.58261297975981,129.47541558876006
885.0992890775553,885.0992890775553,273.0345893042547,802.3793292680459,189.61587878863332
47.67967125213068,548.0041375241551,17.615498457618166,631.1862536344474,77.53964806641618
40.36974962341231,365.4017052631666,100.88275060886349,454.516271838138,166.76082378161635
885.0992890775553,797.7680379095102,270.54144886696474,885.0992890775553,116.68212907237394
885.0992890775553,885.0992890775553,11.538222149864849,885.0992890775553,169.19169789637508
885.0992890775553,621.0771934625469,5.553120645718991,532.0608133180588,79.06421255034529
885.0992890775553,803.3600652881846,12.37923305971725,885.0992890775553,158.70234285416478
885.0992890775553,628.968160787516,287.18465556493305,885.0992890775553,208.79048369178668
71.09330165950918,15.289623198563708,13.891734412575826,213.81476503026116,34.05325864984139
885.0992890775553,273.72637250241013,17.66018749150904,885.0992890775553,112.77197470591764
19.24764445094497,7.520705519149624,6.5615499401220045,93.06903481548127,114.42926677237165
885.0992890775553,453.8863127006688,106.54278661517905,885.0992890775553,207.43133750925526
885.0992890775553,367.86099200378356,28.472195791854624,885.0992890775553,103.77411453394154
77.0606221667686,19.191146705268917,21.583387920230315,8.011730205076663,40.07145726419968
0.8177341320403502,0.8640176084534865,0.7858439521615999,354.5196164815622,18.154900328903153
11.866150075928989,538.902265256676,20.305003589524876,885.0992890775553,133.11191353516233
885.0992890775553,885.0992890775553,5.361907940400842,885.0992890775553,54.02667692085422
885.0992890775553,372.5536865197869,30.937983898926536,716.8134318504709,124.35396068017765
885.0992890775553,885.0992890775553,29.948261725341258,885.0992890775553,146.72732384928364
885.0992890775553,885.0992890775553,13.551416248903553,885.0992890775553,128.4348582157167
885.0992890775553,885.0992890775553,277.8201938823895,885.0992890775553,246.50335693381976
118.27397017847844,41.846573269366075,47.39764234210391,50.45412306657272,35.36638436012716
