First Fit Weighted Task Completion Time,Random Fit Weighted Task Completion Time,NSGA-II Weighted Task Completion Time,HAGA Weighted Task Completion Time,MCASGA Weighted Task Completion Time
197.45423903680958,8.140434203725322,5.944986352777756,14.16520075995436,0.9986881813436682
226.40891402990343,17.531339815823127,14.688387048126595,13.78054160088231,2.2733341991511704
88.74270230160221,1306.9978121039117,2582.3610906417493,6403.196753146134,43.0696926669645
6403.196753146134,5785.2960204692245,3218.9353696959506,44.390795460278795,95.97565351753191
6403.196753146134,5766.989848943997,2586.495113194726,6403.196753146134,35.953363560462854
6403.196753146134,3850.7222641787826,10.150358796114277,15.761919385672119,40.5098590779386
6403.196753146134,4485.489719753075,2576.678867676966,9.875288872355389,12.933442497623906
1193.7374172070593,57.22615528247908,35.705813115551514,15.11965248249355,7.467651565729296
1226.4093784638455,66.78515846214529,48.982902384571005,94.34798259741456,7.0802928342672775
6403.196753146134,5767.532982178751,2578.120641566697,65.83579079633547,93.48747163989172
1875.1761274430905,69.04227299706154,50.260134393252116,154.76375333968275,4.757574523090751
1067.4812603667017,5767.035067256223,3237.3478806899584,6403.196753146134,93.77532332754444
1628.1152476737955,47.636706503281445,32.85229151849164,106.10826087573942,11.43284420118864
1917.4223642349293,47.18526335073172,41.7369907133234,124.38799022652157,20.732910062101134
1640.638331563318,26.474426071808278,40.66064140177593,108.63408389822962,78.89265651653774
6403.196753146134,2005.814660884397,1951.8633854171662,131.42425554519608,86.97283539015936
1808.9474305949766,96.06422095503703,40.74355183597447,147.288022284559,80.95093760252766
3175.6713761934543,91.71118129941105,69.36103304000189,207.03607867648353,71.22353889950541
1682.7216733366472,28.795129493240477,36.35290730354778,28.693939399193283,64.3027829059203
1685.2793095523862,60.741778881041725,35.47775078876103,108.5148605248949,66.7521955837341
3880.1767318947377,172.2773501290822,101.45660251528638,99.78894733392342,47.25949221959837
6403.196753146134,6403.196753146134,5763.266714897211,6403.196753146134,4490.568602485071
4208.777461570079,194.8545719270088,55.49148140317593,259.0436040521889,24.74627930839204
6403.196753146134,4574.591296482953,67.59896223338535,292.33725605839476,23.340275973421758
6403.196753146134,2570.348295722645,1287.2003785492366,20.057925895601763,12.92778657273008
3480.600620246164,4513.950262642637,3245.1733683287684,264.3713330283519,47.6443833197513
6403.196753146134,3843.7451007757845,5123.4345686615,6403.196753146134,5.641669051130814
2449.910176536843,145.51540045973016,67.8206922950098,192.97637552931567,40.43892692428422
6403.196753146134,6403.196753146134,6403.196753146134,6403.196753146134,5126.533814971833
5119.214629287797,160.23843316724304,111.91631452942245,302.76119464488676,21.362508302107944
6403.196753146134,3372.978424740863,133.33697492322864,134.08438369616798,27.281686236470637
5821.087957405575,133.3912118425746,104.65469331948225,373.56770630752646,18.6214086396332
