First Fit Weighted Service Suspension Time,Random Fit Weighted Service Suspension Time,NSGA-II Weighted Service Suspension Time,HAGA Weighted Service Suspension Time,MCASGA Weighted Service Suspension Time
169.455391433874,40.06817700569316,19.726840420090376,33.184942704548384,323.9478885880143
247.0564672061716,18.903368525870142,10.01359171592335,15.084774310280773,381.04249554583316
82.17688391407708,6.551167314323338,2.719926593770684,4.182145493089299,127.91086217339856
1946.3160447296755,602.5987290660867,21.0697263943514,603.7964174588606,55.99605676537417
224.84356719022395,18.145533717369393,10.752265890737807,16.487279310916367,342.74613052113335
53.82539946141232,23.414940315277356,17.62209600012813,22.09571350276791,36.53594110934513
241.00211792572037,18.267055962591964,10.87871228875882,33.46920809694799,351.4880288446643
201.99353228048582,1559.8931576768457,14.409784169566283,1946.3160447296755,459.77172201076
130.49483319911604,979.4869632550729,6.54843074393221,1946.3160447296755,211.37356799966943
1946.3160447296755,1367.1597348132418,5.21382790490196,200.60766210490183,124.08748109618634
699.3598215767506,68.56807886864509,10.082870739171925,25.427311235398406,248.36238043437578
1946.3160447296755,1946.3160447296755,806.680277714026,1946.3160447296755,412.88435620538183
56.99466165104165,3.409735304561841,1.7970092221896081,1.98038691298563,45.19688467369475
240.5161211304018,1378.0590085672072,7.023817489491283,1946.3160447296755,211.60436466659252
772.5914767378653,56.20287211214268,28.076452220476067,42.18367070363568,148.0311138503949
809.7863437592922,835.4300179848448,40.02704459325472,1946.3160447296755,209.36484023077088
795.8376533695944,842.2589117953266,41.71831634725633,1946.3160447296755,407.12948451388684
402.4320980272136,1753.3921534105168,22.030934096725804,1946.3160447296755,335.74920652048627
793.6700554044963,1753.7802573626911,40.192840935427014,1946.3160447296755,346.41548851830106
723.071690239917,1034.0975443633076,27.129306694793463,41.430263012468004,382.39694072899186
1946.3160447296755,1367.697558523619,407.3049767042459,1946.3160447296755,265.04111269762814
1374.7696431449078,44.90216612988776,56.03023443301872,66.32698316411309,212.73987466157138
1946.3160447296755,1364.2687453671492,21.20156621793265,985.1423341088312,294.4109843696219
1946.3160447296755,614.0073165162256,55.27965436581955,1946.3160447296755,179.43179481044388
1946.3160447296755,1567.5209077771226,49.70628402422384,1946.3160447296755,215.28817561462125
1946.3160447296755,975.4877423900698,3.455137365340117,1946.3160447296755,60.365917113773335
1946.3160447296755,1563.5982004333716,240.90539481135482,1946.3160447296755,219.92964252022247
2.697960992500637,40.16455395963483,22.419322761651777,15.327686017647476,253.68698934272774
1260.330823561302,62.46029206611968,45.18792300269198,50.07483364694612,88.37134171542264
5.631232549745122,15.751862293622684,23.166270657739346,22.054810952122438,270.43608428938626
1182.2796644184562,74.55752425702642,37.79927027270748,415.27960524228604,482.9781324263121
1946.3160447296755,423.8340427441732,38.51235089640741,109.2480954218303,25.09434364736689
1946.3160447296755,1563.0709557842658,34.371417766374826,85.35594966183479,244.7834952638862
1946.3160447296755,1753.2784007467221,50.32390693400903,1762.8240956164204,158.34484287419474
1946.3160447296755,1379.4197807658488,40.981272366113295,842.5132875467409,137.92297806704602
1769.3782224815227,41.15360703022552,34.582161927507904,102.55976740817877,15.288367915747543
1946.3160447296755,1946.3160447296755,228.4540518703156,1946.3160447296755,313.04314919169866
1946.3160447296755,641.89219013313,59.48138632846567,1397.995918420298,303.1152502859471
145.57812807672235,61.30295408378917,36.88386844283069,434.4695122176855,244.64559752641358
1946.3160447296755,1946.3160447296755,1756.1902137570655,1946.3160447296755,1628.9891131963236
222.9587895083202,830.539671889698,42.02254837110739,1946.3160447296755,146.67969369207125
163.73575816967443,30.15646715235796,31.220505511376253,43.891348056505294,121.31435683733469
1946.3160447296755,1946.3160447296755,59.853505500224536,1946.3160447296755,331.6846488864102
216.91911713732446,1756.2775169706958,61.837196382463866,1946.3160447296755,278.93837001896765
224.72975894155275,108.4993105736645,51.35237695108761,84.90067802252149,281.1221150469918
1946.3160447296755,1946.3160447296755,817.1532124270201,1946.3160447296755,1309.7410305513708
1946.3160447296755,794.9985612356429,18.475720988556116,1171.4831016445773,169.51996237183124
1946.3160447296755,1946.3160447296755,613.9021897440545,1946.3160447296755,847.7921970015896
261.3946742956012,102.45841677648397,37.84692879133273,94.893728368414,277.47273326560435
198.46447309302678,64.27296987349376,28.177085276233004,53.26292111370865,251.7488978231194
266.90834756615243,44.253928912000895,34.16099631901061,95.9437330737383,45.95854595894784
39.00938785929338,11.081684541565775,6.36992368931857,10.894755486637294,110.70884153062995
1946.3160447296755,1946.3160447296755,44.539861583917165,1946.3160447296755,865.7966382882911
264.9243119169234,795.1301344423658,49.471603042525956,1946.3160447296755,68.13009345270628
162.57477067461764,62.626535602753066,22.150937533237816,797.7842776787638,196.27027591987442
1946.3160447296755,844.4826835011551,43.70604843394887,1946.3160447296755,365.5401042261898
1946.3160447296755,1772.1937928732284,1187.7634553648345,1946.3160447296755,377.0505052524339
1946.3160447296755,1770.1543822546682,607.1341909359317,1752.528994802163,656.8764941838251
104.2456047558696,54.16758457561225,26.937415541416915,10.185204193591508,243.8151476403322
294.27657438526927,128.66375158187967,54.00338487494116,205.8830937579633,175.78992410759207
221.64045521340114,80.62642880566885,35.16562341931613,64.96314407498645,117.18267116645288
1946.3160447296755,1379.9891179042174,20.453857485136883,1946.3160447296755,287.13126334110353
206.1043005850883,50.22628443110262,26.84941104006605,430.37345980237853,148.21090736933314
1946.3160447296755,1758.5494046453648,232.1649015007181,1946.3160447296755,294.2759754551372
228.23887610802836,812.7681085557227,240.1229942885298,1374.095081955755,291.94553154117165
148.36755415671976,107.69961734981841,31.22237575294566,16.753380537983546,408.1048622005668
1946.3160447296755,1210.4160606933601,222.1901661420613,819.25688448294,289.36751626956146
1946.3160447296755,1231.234220504471,62.30480360732761,1382.9706996173295,265.9885970971562
1946.3160447296755,1946.3160447296755,411.6884852332713,1946.3160447296755,864.1737356548662
1946.3160447296755,1752.790196973107,40.82848112451957,1946.3160447296755,198.42298746970934
372.65951066386873,239.2647700829938,56.22610534380662,97.9117815541048,42.92178258003271
515.0731386670907,1579.4285001776225,82.6667763397412,646.8418607618216,188.769279243246
467.94770103451435,101.22503349303504,46.811996255713225,94.97443121778977,126.13233726077817
257.1029909549642,49.10625061364341,30.250188154274497,47.341059547153385,190.7247494411434
166.5864703988469,40.592623659164076,29.091281057363148,791.341278589318,167.87491261098694
